"AAPL.Open" "AAPL.High" "AAPL.Low" "AAPL.Close" "AAPL.Volume" "AAPL.Adjusted"
"2019-12-19" 69.875 70.294998 69.737503 70.004997 98369200 68.892601
"2019-12-20" 70.557503 70.662498 69.639999 69.860001 275978000 68.749893
"2019-12-23" 70.1325 71.0625 70.092499 71 98572000 69.871788
"2019-12-24" 71.172501 71.222504 70.730003 71.067497 48478800 69.93821
"2019-12-26" 71.205002 72.495003 71.175003 72.477501 93121200 71.325806
"2019-12-27" 72.779999 73.4925 72.029999 72.449997 146266000 71.298721
"2019-12-30" 72.364998 73.172501 71.305 72.879997 144114400 71.721893
"2019-12-31" 72.482498 73.419998 72.379997 73.412498 100805600 72.245941
"2020-01-02" 74.059998 75.150002 73.797501 75.087502 135480400 73.894333
"2020-01-03" 74.287498 75.144997 74.125 74.357498 146322800 73.175911
"2020-01-06" 73.447502 74.989998 73.1875 74.949997 118387200 73.75901
"2020-01-07" 74.959999 75.224998 74.370003 74.597504 108872000 73.412117
"2020-01-08" 74.290001 76.110001 74.290001 75.797501 132079200 74.593056
"2020-01-09" 76.809998 77.607498 76.550003 77.407501 170108400 76.177467
"2020-01-10" 77.650002 78.167503 77.0625 77.582497 140644800 76.349678
"2020-01-13" 77.910004 79.267502 77.787498 79.239998 121532000 77.980835
"2020-01-14" 79.175003 79.392502 78.042503 78.169998 161954400 76.927841
"2020-01-15" 77.962502 78.875 77.387497 77.834999 121923600 76.598167
"2020-01-16" 78.397499 78.925003 78.022499 78.809998 108829200 77.557655
"2020-01-17" 79.067497 79.684998 78.75 79.682503 137816400 78.416298
"2020-01-21" 79.297501 79.754997 79 79.142502 110843200 77.884888
"2020-01-22" 79.644997 79.997498 79.327499 79.425003 101832400 78.162895
"2020-01-23" 79.480003 79.889999 78.912498 79.807503 104472000 78.53933
"2020-01-24" 80.0625 80.832497 79.379997 79.577499 146537600 78.312965
"2020-01-27" 77.514999 77.942497 76.220001 77.237503 161940000 76.010147
"2020-01-28" 78.150002 79.599998 78.047501 79.422501 162234000 78.160439
"2020-01-29" 81.112503 81.962502 80.345001 81.084999 216229200 79.796524
"2020-01-30" 80.135002 81.022499 79.6875 80.967499 126743200 79.680885
"2020-01-31" 80.232498 80.669998 77.072502 77.377502 199588400 76.147942
"2020-02-03" 76.074997 78.372498 75.555 77.165001 173788400 75.938805
"2020-02-04" 78.827499 79.910004 78.407501 79.712502 136616400 78.445839
"2020-02-05" 80.879997 81.190002 79.737503 80.362503 118826800 79.08551
"2020-02-06" 80.642502 81.305 80.065002 81.302498 105425600 80.010574
"2020-02-07" 80.592499 80.849998 79.5 80.0075 117684000 78.923019
"2020-02-10" 78.544998 80.387497 78.462502 80.387497 109348800 79.297859
"2020-02-11" 80.900002 80.974998 79.677498 79.902496 94323200 78.81942
"2020-02-12" 80.3675 81.805 80.3675 81.800003 113730400 80.691216
"2020-02-13" 81.047501 81.555 80.837502 81.217499 94747600 80.116608
"2020-02-14" 81.184998 81.495003 80.712502 81.237503 80113600 80.13633
"2020-02-18" 78.839996 79.9375 78.652496 79.75 152531200 78.668999
"2020-02-19" 80 81.142502 80 80.904999 93984000 79.808357
"2020-02-20" 80.657501 81.162498 79.552498 80.074997 100566000 78.989586
"2020-02-21" 79.654999 80.112503 77.625 78.262497 129554000 77.20166
"2020-02-24" 74.315002 76.044998 72.307503 74.544998 222195200 73.534546
"2020-02-25" 75.237503 75.6325 71.532501 72.019997 230673600 71.043777
"2020-02-26" 71.6325 74.470001 71.625 73.162498 198054800 72.170792
"2020-02-27" 70.275002 71.5 68.239998 68.379997 320605600 67.453125
"2020-02-28" 64.315002 69.602501 64.092499 68.339996 426510000 67.413658
"2020-03-02" 70.57 75.360001 69.43 74.702499 341397200 73.689911
"2020-03-03" 75.917503 76 71.449997 72.330002 319475600 71.349571
"2020-03-04" 74.110001 75.849998 73.282501 75.684998 219178400 74.659111
"2020-03-05" 73.879997 74.887497 72.852501 73.230003 187572800 72.237373
"2020-03-06" 70.5 72.705002 70.307503 72.2575 226176800 71.278069
"2020-03-09" 65.9375 69.522499 65.75 66.542503 286744800 65.640526
"2020-03-10" 69.285004 71.610001 67.342499 71.334999 285290000 70.368065
"2020-03-11" 69.347504 70.305 67.964996 68.857498 255598800 67.924149
"2020-03-12" 63.985001 67.5 62 62.057499 418474000 61.216316
"2020-03-13" 66.222504 69.980003 63.237499 69.4925 370732000 68.550545
"2020-03-16" 60.487499 64.769997 60 60.552502 322423600 59.731728
"2020-03-17" 61.877499 64.402496 59.599998 63.215 324056000 62.358131
"2020-03-18" 59.942501 62.5 59.279999 61.6675 300233600 60.831604
"2020-03-19" 61.8475 63.209999 60.6525 61.195 271857200 60.365505
"2020-03-20" 61.794998 62.9575 57 57.310001 401693200 56.533176
"2020-03-23" 57.02 57.125 53.1525 56.092499 336752800 55.332169
"2020-03-24" 59.09 61.922501 58.575001 61.720001 287531200 60.883396
"2020-03-25" 62.6875 64.5625 61.075001 61.380001 303602000 60.548
"2020-03-26" 61.630001 64.669998 61.59 64.610001 252087200 63.734219
"2020-03-27" 63.1875 63.967499 61.762501 61.935001 204216800 61.095478
"2020-03-30" 62.685001 63.880001 62.349998 63.702499 167976400 62.839016
"2020-03-31" 63.900002 65.622498 63 63.572498 197002000 62.710785
"2020-04-01" 61.625 62.18 59.782501 60.227501 176218400 59.411125
"2020-04-02" 60.084999 61.287498 59.224998 61.232498 165934000 60.402496
"2020-04-03" 60.700001 61.424999 59.7425 60.352501 129880000 59.534428
"2020-04-06" 62.724998 65.777496 62.345001 65.6175 201820400 64.728065
"2020-04-07" 67.699997 67.925003 64.75 64.857498 202887200 63.978363
"2020-04-08" 65.684998 66.842499 65.307503 66.517502 168895200 65.615868
"2020-04-09" 67.175003 67.517502 66.175003 66.997498 161834800 66.089355
"2020-04-13" 67.077499 68.425003 66.457497 68.3125 131022800 67.386536
"2020-04-14" 70 72.0625 69.512497 71.762497 194994800 70.789764
"2020-04-15" 70.599998 71.582497 70.157501 71.107498 131154400 70.143654
"2020-04-16" 71.845001 72.050003 70.587502 71.672501 157125200 70.700981
"2020-04-17" 71.172501 71.737503 69.214996 70.699997 215250000 69.741676
"2020-04-20" 69.487503 70.419998 69.212502 69.232498 130015200 68.294052
"2020-04-21" 69.07 69.3125 66.357498 67.092499 180991600 66.183075
"2020-04-22" 68.402496 69.474998 68.050003 69.025002 116862400 68.089378
"2020-04-23" 68.967499 70.4375 68.717499 68.7575 124814400 67.825508
"2020-04-24" 69.300003 70.752502 69.25 70.7425 126161200 69.783585
"2020-04-27" 70.449997 71.135002 69.987503 70.792503 117087600 69.832916
"2020-04-28" 71.269997 71.457497 69.550003 69.644997 112004800 68.700966
"2020-04-29" 71.182503 72.417503 70.972504 71.932503 137280800 70.957474
"2020-04-30" 72.489998 73.6325 72.087502 73.449997 183064000 72.454399
"2020-05-01" 71.5625 74.75 71.462502 72.267502 240616800 71.287926
"2020-05-04" 72.292503 73.422501 71.580002 73.290001 133568000 72.296555
"2020-05-05" 73.764999 75.25 73.614998 74.389999 147751200 73.381653
"2020-05-06" 75.114998 75.809998 74.717499 75.157501 142333600 74.138756
"2020-05-07" 75.805 76.292503 75.4925 75.934998 115215200 74.905708
"2020-05-08" 76.410004 77.587502 76.072502 77.532501 133838400 76.688591
"2020-05-11" 77.025002 79.262497 76.809998 78.752502 145946400 77.895317
"2020-05-12" 79.457497 79.922501 77.727501 77.852501 162301200 77.005119
"2020-05-13" 78.037498 78.987503 75.802498 76.912498 200622400 76.07534
"2020-05-14" 76.127502 77.447502 75.3825 77.385002 158929200 76.542686
"2020-05-15" 75.087502 76.974998 75.052498 76.927498 166348400 76.090179
"2020-05-18" 78.292503 79.125 77.580002 78.739998 135178400 77.88295
"2020-05-19" 78.7575 79.629997 78.252502 78.285004 101729600 77.432907
"2020-05-20" 79.169998 79.879997 79.129997 79.807503 111504800 78.938835
"2020-05-21" 79.665001 80.222504 78.967499 79.212502 102688800 78.350304
"2020-05-22" 78.942497 79.807503 78.837502 79.722504 81803200 78.854752
"2020-05-26" 80.875 81.059998 79.125 79.182503 125522000 78.320633
"2020-05-27" 79.035004 79.677498 78.272499 79.527496 112945200 78.661873
"2020-05-28" 79.192497 80.860001 78.907501 79.5625 133560800 78.696503
"2020-05-29" 79.8125 80.287498 79.1175 79.485001 153532400 78.619843
"2020-06-01" 79.4375 80.587502 79.302498 80.462502 80791200 79.586693
"2020-06-02" 80.1875 80.860001 79.732498 80.834999 87642800 79.955139
"2020-06-03" 81.165001 81.550003 80.574997 81.279999 104491200 80.395302
"2020-06-04" 81.097504 81.404999 80.195 80.580002 87560400 79.702919
"2020-06-05" 80.837502 82.9375 80.807503 82.875 137250400 81.972946
"2020-06-08" 82.5625 83.400002 81.830002 83.364998 95654400 82.457611
"2020-06-09" 83.035004 86.402496 83.002502 85.997498 147712400 85.061455
"2020-06-10" 86.974998 88.692497 86.522499 88.209999 166651600 87.24987
"2020-06-11" 87.327499 87.764999 83.870003 83.974998 201662400 83.060951
"2020-06-12" 86.18 86.949997 83.555 84.699997 200146000 83.778069
"2020-06-15" 83.3125 86.419998 83.144997 85.747498 138808800 84.814163
"2020-06-16" 87.864998 88.300003 86.18 88.019997 165428800 87.061935
"2020-06-17" 88.787498 88.849998 87.772499 87.897499 114406400 86.940773
"2020-06-18" 87.852501 88.362503 87.305 87.932503 96820400 86.975395
"2020-06-19" 88.660004 89.139999 86.287498 87.43 264476000 86.478371
"2020-06-22" 87.834999 89.864998 87.787498 89.717499 135445200 88.740974
"2020-06-23" 91 93.095001 90.567497 91.6325 212155600 90.635124
"2020-06-24" 91.25 92.197502 89.629997 90.014999 192623200 89.035225
"2020-06-25" 90.175003 91.25 89.392502 91.209999 137522400 90.217216
"2020-06-26" 91.102501 91.330002 88.254997 88.407501 205256800 87.445236
"2020-06-29" 88.3125 90.542503 87.82 90.445 130646000 89.460548
"2020-06-30" 90.019997 91.495003 90 91.199997 140223200 90.207329
"2020-07-01" 91.279999 91.839996 90.977501 91.027496 110737200 90.03669
"2020-07-02" 91.962502 92.6175 90.910004 91.027496 114041600 90.03669
"2020-07-06" 92.5 93.945 92.467499 93.462502 118655600 92.445198
"2020-07-07" 93.852501 94.654999 93.057503 93.172501 112424400 92.158363
"2020-07-08" 94.18 95.375 94.089996 95.342499 117092000 94.304733
"2020-07-09" 96.262497 96.317497 94.672501 95.752502 125642800 94.710289
"2020-07-10" 95.334999 95.980003 94.705002 95.919998 90257200 94.875938
"2020-07-13" 97.264999 99.955002 95.2575 95.477501 191649200 94.438263
"2020-07-14" 94.839996 97.254997 93.877502 97.057503 170989200 96.001076
"2020-07-15" 98.989998 99.247498 96.489998 97.724998 153198000 96.661301
"2020-07-16" 96.5625 97.404999 95.904999 96.522499 110577600 95.471893
"2020-07-17" 96.987503 97.147499 95.839996 96.327499 92186800 95.279007
"2020-07-20" 96.417503 98.5 96.0625 98.357498 90318000 97.286911
"2020-07-21" 99.172501 99.25 96.7425 97 103433200 95.944183
"2020-07-22" 96.692497 97.974998 96.602501 97.272499 89001600 96.213715
"2020-07-23" 96.997498 97.077499 92.010002 92.845001 197004400 91.834427
"2020-07-24" 90.987503 92.970001 89.144997 92.614998 185438800 91.606926
"2020-07-27" 93.709999 94.904999 93.480003 94.809998 121214000 93.778023
"2020-07-28" 94.3675 94.550003 93.247498 93.252502 103625600 92.237488
"2020-07-29" 93.75 95.230003 93.712502 95.040001 90329200 94.005531
"2020-07-30" 94.1875 96.297501 93.767502 96.190002 158130000 95.143021
"2020-07-31" 102.885002 106.415001 100.824997 106.260002 374336800 105.103416
"2020-08-03" 108.199997 111.637497 107.892502 108.9375 308151200 107.751755
"2020-08-04" 109.1325 110.790001 108.387497 109.665001 173071600 108.471352
"2020-08-05" 109.377502 110.392502 108.897499 110.0625 121776800 108.86451
"2020-08-06" 110.404999 114.412498 109.797501 113.902496 202428800 112.66272
"2020-08-07" 113.205002 113.675003 110.292503 111.112503 198045600 110.10125
"2020-08-10" 112.599998 113.775002 110 112.727501 212403600 111.701546
"2020-08-11" 111.970001 112.482498 109.107498 109.375 187902400 108.37957
"2020-08-12" 110.497498 113.275002 110.297501 113.010002 165598000 111.981476
"2020-08-13" 114.43 116.042503 113.927498 115.010002 210082000 113.963264
"2020-08-14" 114.830002 115 113.044998 114.907501 165565200 113.86171
"2020-08-17" 116.0625 116.087502 113.962502 114.607498 119561600 113.56443
"2020-08-18" 114.352501 116 114.0075 115.5625 105633600 114.510742
"2020-08-19" 115.982498 117.162498 115.610001 115.707497 145538000 114.654411
"2020-08-20" 115.75 118.392502 115.732498 118.275002 126907200 117.198555
"2020-08-21" 119.262497 124.8675 119.25 124.370003 338054800 123.238083
"2020-08-24" 128.697495 128.785004 123.9375 125.857498 345937600 124.712036
"2020-08-25" 124.697502 125.18 123.052498 124.824997 211495600 123.688934
"2020-08-26" 126.18 126.9925 125.082497 126.522499 163022400 125.370995
"2020-08-27" 127.142502 127.485001 123.832497 125.010002 155552400 123.872261
"2020-08-28" 126.012497 126.442497 124.577499 124.807503 187630000 123.6716
"2020-08-31" 127.580002 131 126 129.039993 225702700 127.86557
"2020-09-01" 132.759995 134.800003 130.529999 134.179993 151948100 132.958786
"2020-09-02" 137.589996 137.979996 127 131.399994 200119000 130.204071
"2020-09-03" 126.910004 128.839996 120.5 120.879997 257599600 119.779854
"2020-09-04" 120.07 123.699997 110.889999 120.959999 332607200 119.859123
"2020-09-08" 113.949997 118.989998 112.68 112.82 231366600 111.793198
"2020-09-09" 117.260002 119.139999 115.260002 117.32 176940500 116.252251
"2020-09-10" 120.360001 120.5 112.5 113.489998 182274400 112.457115
"2020-09-11" 114.57 115.230003 110 112 180860300 110.980667
"2020-09-14" 114.720001 115.93 112.800003 115.360001 140150100 114.310074
"2020-09-15" 118.330002 118.830002 113.610001 115.540001 184642000 114.488441
"2020-09-16" 115.230003 116 112.040001 112.129997 154679000 111.109474
"2020-09-17" 109.720001 112.199997 108.709999 110.339996 178011000 109.33577
"2020-09-18" 110.400002 110.879997 106.089996 106.839996 287104900 105.867622
"2020-09-21" 104.540001 110.190002 103.099998 110.080002 195713800 109.07814
"2020-09-22" 112.68 112.860001 109.160004 111.809998 183055400 110.792389
"2020-09-23" 111.620003 112.110001 106.769997 107.120003 150718700 106.145073
"2020-09-24" 105.169998 110.25 105 108.220001 167743300 107.235069
"2020-09-25" 108.43 112.440002 107.669998 112.279999 149981400 111.258125
"2020-09-28" 115.010002 115.32 112.779999 114.959999 137672400 113.913727
"2020-09-29" 114.550003 115.309998 113.57 114.089996 99382200 113.051643
"2020-09-30" 113.790001 117.260002 113.620003 115.809998 142675200 114.755989
"2020-10-01" 117.639999 117.720001 115.830002 116.790001 116120400 115.727066
"2020-10-02" 112.889999 115.370003 112.220001 113.019997 144712000 111.991371
"2020-10-05" 113.910004 116.650002 113.550003 116.5 106243800 115.439713
"2020-10-06" 115.699997 116.120003 112.25 113.160004 161498200 112.130119
"2020-10-07" 114.620003 115.550003 114.129997 115.080002 96849000 114.032631
"2020-10-08" 116.25 116.400002 114.589996 114.970001 83477200 113.923637
"2020-10-09" 115.279999 117 114.919998 116.970001 100506900 115.905434
"2020-10-12" 120.059998 125.18 119.279999 124.400002 240226800 123.267822
"2020-10-13" 125.269997 125.389999 119.650002 121.099998 262330500 119.997841
"2020-10-14" 121 123.029999 119.620003 121.190002 150712000 120.087021
"2020-10-15" 118.720001 121.199997 118.150002 120.709999 112559200 119.611397
"2020-10-16" 121.279999 121.550003 118.809998 119.019997 115393800 117.936775
"2020-10-19" 119.959999 120.419998 115.660004 115.980003 120639300 114.924446
"2020-10-20" 116.199997 118.980003 115.629997 117.510002 124423700 116.440521
"2020-10-21" 116.669998 118.709999 116.449997 116.870003 89946000 115.806351
"2020-10-22" 117.449997 118.040001 114.589996 115.75 101988000 114.696533
"2020-10-23" 116.389999 116.550003 114.279999 115.040001 82572600 113.992996
"2020-10-26" 114.010002 116.550003 112.879997 115.050003 111850700 114.002914
"2020-10-27" 115.489998 117.279999 114.540001 116.599998 92276800 115.538803
"2020-10-28" 115.050003 115.43 111.099998 111.199997 143937800 110.187935
"2020-10-29" 112.370003 116.93 112.199997 115.32 146129200 114.270447
"2020-10-30" 111.059998 111.989998 107.720001 108.860001 190272600 107.86924
"2020-11-02" 109.110001 110.68 107.32 108.769997 122866900 107.780067
"2020-11-03" 109.660004 111.489998 108.730003 110.440002 107624400 109.434868
"2020-11-04" 114.139999 115.589996 112.349998 114.949997 138235500 113.903816
"2020-11-05" 117.949997 119.620003 116.870003 119.029999 126387100 117.946686
"2020-11-06" 118.32 119.199997 116.129997 118.690002 114457900 117.812683
"2020-11-09" 120.5 121.989998 116.050003 116.32 154515300 115.460197
"2020-11-10" 115.550003 117.589996 114.129997 115.970001 138023400 115.112793
"2020-11-11" 117.190002 119.629997 116.440002 119.489998 112295000 118.606766
"2020-11-12" 119.620003 120.529999 118.57 119.209999 103162300 118.328842
"2020-11-13" 119.440002 119.669998 117.870003 119.260002 81581900 118.378471
"2020-11-16" 118.919998 120.989998 118.150002 120.300003 91183000 119.410782
"2020-11-17" 119.550003 120.669998 118.959999 119.389999 74271000 118.507515
"2020-11-18" 118.610001 119.82 118 118.029999 76322100 117.157547
"2020-11-19" 117.589996 119.059998 116.809998 118.639999 74113000 117.763054
"2020-11-20" 118.639999 118.769997 117.290001 117.339996 73604300 116.472649
"2020-11-23" 117.18 117.620003 113.75 113.849998 127959300 113.008461
"2020-11-24" 113.910004 115.849998 112.589996 115.169998 113874200 114.318703
"2020-11-25" 115.550003 116.75 115.169998 116.029999 76499200 115.172348
"2020-11-27" 116.57 117.489998 116.220001 116.589996 46691300 115.728195
"2020-11-30" 116.970001 120.970001 116.809998 119.050003 169410200 118.170029
"2020-12-01" 121.010002 123.470001 120.010002 122.720001 127728200 121.812897
"2020-12-02" 122.019997 123.370003 120.889999 123.080002 89004200 122.170227
"2020-12-03" 123.519997 123.779999 122.209999 122.940002 78967600 122.031281
"2020-12-04" 122.599998 122.860001 121.519997 122.25 78260400 121.346367
"2020-12-07" 122.309998 124.57 122.25 123.75 86712000 122.835289
"2020-12-08" 124.370003 124.980003 123.089996 124.379997 82225500 123.460625
"2020-12-09" 124.529999 125.949997 121 121.779999 115089200 120.879837
"2020-12-10" 120.5 123.870003 120.150002 123.239998 81312200 122.329048
"2020-12-11" 122.43 122.760002 120.550003 122.410004 86939800 121.505196
"2020-12-14" 122.599998 123.349998 121.540001 121.779999 79184500 120.879837
"2020-12-15" 124.339996 127.900002 124.129997 127.879997 157243700 126.934746
"2020-12-16" 127.410004 128.369995 126.559998 127.809998 98208600 126.865273
"2020-12-17" 128.899994 129.580002 128.039993 128.699997 94359800 127.748688
"2020-12-18" 128.960007 129.100006 126.120003 126.660004 192541500 125.723778
"2020-12-21" 125.019997 128.309998 123.449997 128.229996 121251600 127.282166
"2020-12-22" 131.610001 134.410004 129.649994 131.880005 168904800 130.905167
"2020-12-23" 132.160004 132.429993 130.779999 130.960007 88223700 129.991989
"2020-12-24" 131.320007 133.460007 131.100006 131.970001 54930100 130.994522
"2020-12-28" 133.990005 137.339996 133.509995 136.690002 124486200 135.679642
"2020-12-29" 138.050003 138.789993 134.339996 134.869995 121047300 133.873077
"2020-12-30" 135.580002 135.990005 133.399994 133.720001 96452100 132.731583
"2020-12-31" 134.080002 134.740005 131.720001 132.690002 99116600 131.709213
"2021-01-04" 133.520004 133.610001 126.760002 129.410004 143301900 128.45343
"2021-01-05" 128.889999 131.740005 128.429993 131.009995 97664900 130.041626
"2021-01-06" 127.720001 131.050003 126.379997 126.599998 155088000 125.664207
"2021-01-07" 128.360001 131.630005 127.860001 130.919998 109578200 129.952286
"2021-01-08" 132.429993 132.630005 130.229996 132.050003 105158200 131.073929
"2021-01-11" 129.190002 130.169998 128.5 128.979996 100384500 128.026611
"2021-01-12" 128.5 129.690002 126.860001 128.800003 91951100 127.847969
"2021-01-13" 128.759995 131.449997 128.490005 130.889999 88636800 129.922516
"2021-01-14" 130.800003 131 128.759995 128.910004 90221800 127.957138
"2021-01-15" 128.779999 130.220001 127 127.139999 111598500 126.200218
"2021-01-19" 127.779999 128.710007 126.940002 127.830002 90757300 126.885117
"2021-01-20" 128.660004 132.490005 128.550003 132.029999 104319500 131.054092
"2021-01-21" 133.800003 139.669998 133.589996 136.869995 120150900 135.858292
"2021-01-22" 136.279999 139.850006 135.020004 139.070007 114459400 138.042038
"2021-01-25" 143.070007 145.089996 136.539993 142.919998 157611700 141.863586
"2021-01-26" 143.600006 144.300003 141.369995 143.160004 98390600 142.101807
"2021-01-27" 143.429993 144.300003 140.410004 142.059998 140843800 141.009949
"2021-01-28" 139.520004 141.990005 136.699997 137.089996 142621100 136.076691
"2021-01-29" 135.830002 136.740005 130.210007 131.960007 177523800 130.984604
"2021-02-01" 133.75 135.380005 130.929993 134.139999 106239800 133.148499
"2021-02-02" 135.729996 136.309998 134.610001 134.990005 83305400 133.992218
"2021-02-03" 135.759995 135.770004 133.610001 133.940002 89880900 132.949966
"2021-02-04" 136.300003 137.399994 134.589996 137.389999 84183100 136.374466
"2021-02-05" 137.350006 137.419998 135.860001 136.759995 75693800 135.95195
"2021-02-08" 136.029999 136.960007 134.919998 136.910004 71297200 136.101089
"2021-02-09" 136.619995 137.880005 135.850006 136.009995 76774200 135.206406
"2021-02-10" 136.479996 136.990005 134.399994 135.389999 73046600 134.590057
"2021-02-11" 135.899994 136.389999 133.770004 135.130005 64280000 134.331604
"2021-02-12" 134.350006 135.529999 133.690002 135.369995 60145100 134.57019
"2021-02-16" 135.490005 136.009995 132.789993 133.190002 80576300 132.403046
"2021-02-17" 131.25 132.220001 129.470001 130.839996 97918500 130.066956
"2021-02-18" 129.199997 130 127.410004 129.710007 96856700 128.943634
"2021-02-19" 130.240005 130.710007 128.800003 129.869995 87668800 129.102661
"2021-02-22" 128.009995 129.720001 125.599998 126 103916400 125.255539
"2021-02-23" 123.760002 126.709999 118.389999 125.860001 158273000 125.116379
"2021-02-24" 124.940002 125.559998 122.230003 125.349998 111039900 124.609375
"2021-02-25" 124.68 126.459999 120.540001 120.989998 148199500 120.275139
"2021-02-26" 122.589996 124.849998 121.199997 121.260002 164560400 120.543556
